gene_id,gene_name,n_pos,mean_c,median_c,rank
ENSG00000100146.20,SOX10,16737,29.344804763793945,31.0,409
ENSG00000198089.16,SFI1,129901,29.346094131469727,31.0,410
ENSG00000100028.12,SNRPD3,26095,29.351886749267578,31.0,411
ENSG00000128294.16,TPST2,74722,29.381668090820312,31.0,412
ENSG00000177096.9,PHETA2,5191,29.41138458251953,31.0,413
ENSG00000100211.12,CBY1,17219,29.417795181274414,31.0,414
ENSG00000206069.7,LHFPL7,11598,29.446929931640625,31.0,415
ENSG00000184113.10,CLDN5,4522,29.45355987548828,31.0,416
ENSG00000184117.12,NIPSNAP1,26520,29.459199905395508,31.0,417
ENSG00000198832.11,SELENOM,15298,29.466432571411133,31.0,418
ENSG00000169575.5,VPREB1,736,29.491168975830078,31.0,419
ENSG00000275004.4,ZNF280B,24322,29.508079528808594,31.0,420
ENSG00000184949.18,FAM227A,78512,29.512710571289062,31.0,421
ENSG00000100288.20,CHKB,22497,29.56405258178711,31.0,422
ENSG00000100426.7,ZBED4,36237,29.57417869567871,31.0,423
ENSG00000217442.4,SYCE3,11808,29.624492645263672,31.0,424
ENSG00000100147.14,CCDC134,31486,29.661405563354492,31.0,425
ENSG00000183066.14,WBP2NL,59732,29.673574447631836,31.0,426
ENSG00000100209.11,HSCB,15477,29.702850341796875,31.0,427
ENSG00000198445.4,CCT8L2,2060,29.737621307373047,31.0,428
ENSG00000128310.3,GALR3,2104,29.765684127807617,31.0,429
ENSG00000100263.14,RHBDD3,8338,29.77512550354004,31.0,430
ENSG00000275793.1,RIMBP3,6105,29.816707611083984,31.0,431
ENSG00000185252.19,ZNF74,14347,29.823238372802734,31.0,432
ENSG00000183246.8,RIMBP3C,5796,29.91019630432129,31.0,433
ENSG00000185022.12,MAFF,15741,29.914140701293945,31.0,434
ENSG00000187792.5,ZNF70,12431,29.942481994628906,31.0,435
ENSG00000254709.8,IGLL5,8332,30.047527313232422,31.0,436
ENSG00000130487.9,KLHDC7B,5125,30.23707389831543,31.0,437
ENSG00000285025.1,MIURF,213,30.237089157104492,31.0,438
ENSG00000128272.18,ATF4,2989,30.30327796936035,31.0,439
ENSG00000169548.3,ZNF280A,6535,30.307727813720703,31.0,440
ENSG00000203618.6,GP1BB,1233,30.417680740356445,31.0,441
ENSG00000128218.8,VPREB3,1683,30.53268051147461,31.0,442
ENSG00000130538.6,OR11H1,948,30.554851531982422,31.0,443
ENSG00000286175.1,FAM246B,699,30.572961807250977,31.0,444
ENSG00000274600.2,RIMBP3B,5728,30.678857803344727,31.0,445
ENSG00000206203.5,TSSK2,1315,30.685550689697266,31.0,446
ENSG00000189060.6,H1-0,2204,31.06216049194336,31.0,447
